"Pitch_angle"	"Pitch_angle_std"	"Hub_temperature"	"Hub_temperature_std"	"Generator_converter_speed"	"Generator_converter_speed_std"	"Generator_speed"	"Generator_speed_std"	"Generator_bearing_1_temperature"	"Generator_bearing_1_temperature_std"	"Generator_bearing_2_temperature"	"Generator_bearing_2_temperature_std"	"Generator_stator_temperature"	"Generator_stator_temperature_std"	"Gearbox_bearing_1_temperature"	"Gearbox_bearing_1_temperature_std"	"Gearbox_bearing_2_temperature"	"Gearbox_bearing_2_temperature_std"	"Gearbox_inlet_temperature"	"Gearbox_inlet_temperature_std"	"Gearbox_oil_sump_temperature"	"Gearbox_oil_sump_temperature_std"	"Nacelle_angle"	"Nacelle_temperature_std"	"Absolute_wind_direction"	"Outdoor_temperature_std"	"Grid_frequency"	"Grid_frequency_std"	"Rotor_speed"	"Rotor_speed_std"	"Rotor_bearing_temperature"	"Rotor_bearing_temperature_std"	"Nacelle_angle_c"	"AbsWindSin"	"AbsWindCos"	"Y"
"7154"	44,98	0	11,64	0,41999999	3,78	0,0099999998	0	0	23,620001	0,059999999	22,870001	0,039999999	30,030001	0,050000001	28,559999	0,11	31,48	0,1	29,200001	0,25999999	34,630001	0,16	227,17	0,039999999	293,17001	0,059999999	50,029999	0,039999999	0	0	16,52	0,039999999	227,17	-0,919341412082402	0,393460757929345	-4,71800011
"4803"	-1	0	26,25	0,41999999	1208,58	27,860001	1209,16	27,91	47,580002	0,44999999	47,830002	0,25	62,32	0,64999998	63,880001	0,44999999	66,050003	0,5	57,119999	0,17	58,639999	0,090000004	28,51	0,25	32,389999	0,17	50	0,0099999998	11,49	0,27000001	37,599998	0,029999999	28,51	0,535679409058036	0,844421441408988	212,543
"8960"	-1	0	29	0	967,44	28,07	967,71997	28,120001	44,709999	0,41	43,389999	0,27000001	62,419998	0,56999999	57,830002	0,11	58,669998	0,1	53,07	0,090000004	54,32	0,059999999	195,34	0,20999999	187,53999	0,13	49,990002	0,0099999998	9,1899996	0,27000001	35,02	0,0099999998	195,34	-0,131218146418877	-0,991353518201451	78,948
"19016"	-1	0	17	0	927,77002	0,73000002	928,44	0,70999998	37,34	1,01	34,860001	0,69	58,279999	1,0599999	56,299999	0,55000001	58,619999	0,52999997	54,200001	0,40000001	55,759998	0,15000001	222,87	0,75999999	252,91	0,11	50,02	0,0099999998	8,8100004	0,0099999998	29,4	0,07	222,87	-0,955844319958599	-0,293873503403903	45,002
"17573"	-0,98000002	0,14	28,01	0,050000001	1099,97	170,5	1100,6	170,75999	47,330002	0,51999998	45,18	0,36000001	63,529999	0,70999998	64,669998	0,66000003	67,230003	0,86000001	58,369999	0,2	59,700001	0,12	192,05	0,25999999	208,7	0,41	50	0,0099999998	10,45	1,63	37	0,079999998	192,05	-0,480223497443188	-0,877146163705589	150,613
"13086"	-1,01	0	13	0	1482,34	25,67	1483,8	25,709999	45,619999	0,28999999	37,740002	0,20999999	64,220001	0,52999997	64,809998	0,16	68,739998	0,14	57,330002	0,34999999	58,759998	0,16	308,39001	1,85	302,48999	0,02	49,970001	0,0099999998	14,11	0,25	30,66	0,02	308,39001	-0,843485303189944	0,537152253371955	441,761011
"7986"	13,49	3,76	9	0	1798,91	21,52	1800,77	21,57	20,74	0,11	29,459999	0,090000004	63,869999	0,25999999	71,800003	0,079999998	71,160004	0,039999999	34,029999	2,52	47,93	0,13	59,16	0,38	72,330002	0,13	50	0,0099999998	17,15	0,20999999	26,5	0,0099999998	59,16	0,952820552591322	0,303534173627233	2217,15
"4893"	-1	0	22	0	1308,58	24,049999	1309,45	24,1	45,32	0,43000001	44,91	0,34	62,970001	0,69999999	64,389999	0,11	67,660004	0,14	58,049999	0,11	59,529999	0,079999998	46,07	0,2	58,490002	0,07	50	0,0099999998	12,45	0,23	35,27	0,029999999	46,07	0,852548976409025	0,522647340779539	285,561011
"14129"	7,25	2,3	20,07	0,059999999	1643,64	15,49	1645,86	15,52	49,650002	0,23	39,419998	0,13	64,620003	0,5	71,779999	0,14	73,269997	0,16	54,830002	0,20999999	57,400002	0,2	224,98	0,13	225,66	0,079999998	50	0,0099999998	15,66	0,15000001	34,400002	0,079999998	224,98	-0,71520497348229	-0,698914762976285	622,809978
"4268"	-1	0	34	0	1213,87	69,470001	1214,3101	69,57	48,02	0,54000002	45,82	0,34999999	63,490002	0,70999998	64,150002	0,28999999	66,519997	0,20999999	57,830002	0,25	58,970001	0,16	170,10001	0,34999999	186,27	0,090000004	49,990002	0,0099999998	11,54	0,67000002	41,82	0,02	170,10001	-0,109213859333415	-0,994018275953466	219,132
"4396"	44,990002	0	27,26	0,41	129,03	2,3	127,7	2,3	40,810001	0,090000004	40,34	0,18000001	51,349998	0,18000001	42,759998	0,079999998	43,700001	0,0099999998	44,029999	0,050000001	45,34	0,07	98,760002	0,1	88,629997	0,0099999998	50	0,0099999998	1,21	0,02	30,5	0,0099999998	98,760002	0,999714144150388	0,0239087846963576	-2,17699989
"15467"	-1,01	0	18	0	956,40997	377,04001	956,96997	377,76999	37,200001	0,12	37,389999	0,13	57,220001	0,47999999	55,200001	0,72000003	57,490002	0,68000001	53,779999	0,31	55,5	0,23	50,470001	1,48	50,759998	0,13	49,990002	0,0099999998	9,0799999	3,5899999	30,799999	0,1	50,470001	0,774503038117869	0,632570188948381	60,9299989
"17511"	44,990002	0	28	0	136,19	17,98	135,38	18	41,700001	0,14	42,720001	0,07	60,57	0,31	52,040001	0,46000001	53,98	0,55000001	51,060001	0,52999997	54,049999	0,23999999	120,71	0,16	138,25	0,17	49,98	0,0099999998	1,28	0,17	33,439999	0,11	120,71	0,665881666000834	-0,746057375061699	-5,33400011
"8050"	89,980003	0	11	0	4,8000002	1,16	0,88999999	1,47	31,969999	0,1	37,040001	0,12	52,41	0,14	32,43	0,050000001	36,919998	0,059999999	33,790001	0,30000001	39,57	0,27000001	71,32	0,039999999	83,760002	0,28999999	50	0,0099999998	0	0	17,549999	0,090000004	71,32	0,994075327730119	0,10869334293441	-1,385
"18538"	44,990002	0	27,93	0,20999999	124,96	4,0300002	124,13	4,0300002	47,619999	0,029999999	44,73	0,13	56,540001	0,16	48,939999	0,07	50	0,1	49,790001	0,07	50,700001	0,12	235,95	0,079999998	242,17	0,090000004	49,98	0,0099999998	1,17	0,039999999	31,6	0,039999999	235,95	-0,884336654495959	-0,466849741902998	-2,606
"18112"	-1	0	30,41	0,40000001	927,48999	3,3599999	927,79999	3,3599999	45,349998	0,51999998	44,73	0,38999999	63,709999	0,64999998	58,740002	0,23	59,740002	0,34	55,139999	0,13	56,400002	0,050000001	242,28	0,46000001	211,67	0,37	50	0,0099999998	8,8000002	0,029999999	36,099998	0	242,28	-0,525026095406947	-0,851086129097247	38,5119978
"12373"	-1,01	0	20	0	1715,8199	95,800003	1717,49	95,970001	38	0,82999998	36,619999	0,43000001	59,23	0,93000001	62,41	0,31999999	69,800003	0,41	50,310001	2,1099999	55,68	0,28999999	230,46001	0,61000001	234,19	0,02	49,990002	0,0099999998	16,35	0,92000002	36,700001	0,059999999	230,46001	-0,810961712262504	-0,585099223417933	785,104011
"4863"	-1	0	26,92	0,20999999	1517,54	38,360001	1518,46	38,439999	46,369999	0,56999999	46,860001	0,17	59,650002	0,69999999	66,220001	0,66000003	69,199997	0,69	57,549999	0,28999999	59,09	0,27000001	4,3699999	0,58999997	358,60999	0,079999998	50,009998	0,029999999	14,44	0,37	35,110001	0,07	4,3699999	-0,0242578714376448	0,999705734540577	477,984
"3654"	-0,86000001	0,57999998	21,139999	0,15000001	1765,14	31,049999	1766,59	31,1	37,049999	0,70999998	35,939999	0,25999999	61,91	0,51999998	63,799999	0,46000001	70,169998	0,20999999	51,889999	0,12	55,889999	0,17	275,45999	0,33000001	274,23001	0,07	49,990002	0,0099999998	16,82	0,30000001	37,279999	0,029999999	275,45999	-0,997275980212527	0,0737605537610936	1109,428
"7863"	-0,82999998	0,56999999	13	0	1797,8	8,9300003	1799,83	8,9499998	26,969999	0,38	33,459999	0,19	59,990002	0,52999997	70,889999	0,11	71,290001	0,15000001	37,599998	0,92000002	49,68	0,15000001	71,32	1,25	67,099998	0,090000004	50,029999	0,029999999	17,139999	0,090000004	31,33	0,039999999	71,32	0,921185391982732	0,389123982295643	1655,25889
"8996"	-1	0	23	0,0099999998	1730,02	20,48	1731,78	20,52	44,66	0,34	39,349998	0,12	64,459999	0,58999997	64,839996	0,11	70,089996	0,07	49,669998	0,12	56,220001	0,079999998	204,12	0,1	198,50999	0,079999998	50,029999	0,02	16,49	0,2	35,869999	0,1	204,12	-0,317469999768966	-0,948268316061806	742,05
"9649"	-1	0	27,01	0,02	1145,3	132,89	1145,96	133,09	44,790001	0,69999999	43,57	0,37	61,830002	0,80000001	59,02	1,15	62,639999	0,62	54,939999	0,85000002	56,220001	0,50999999	63,639999	0,25999999	55,41	0,17	49,990002	0,0099999998	10,89	1,27	36,5	0,0099999998	63,639999	0,823235463426735	0,567700072006838	181,633
"18195"	4,77	4,02	26	0	1799,46	21,57	1801,01	21,610001	36,889999	0,16	38,549999	0,12	77,080002	0,5	74,82	0,090000004	75,790001	0,059999999	46,360001	0,37	57,279999	0,1	212,89999	0,050000001	214,89	0,079999998	49,990002	0,0099999998	17,15	0,20999999	39,900002	0,0099999998	212,89999	-0,572002721225959	-0,820251721674571	2106,16
"11595"	-1,01	0	17	0	1496,4	73,769997	1497,87	73,900002	46,57	0,43000001	41,689999	0,27000001	64,68	0,68000001	66,050003	0,56	69,550003	0,51999998	58,25	0,31	59,549999	0,25	208,50999	0,33000001	209,31	0,0099999998	50,009998	0,0099999998	14,25	0,70999998	33,299999	0,039999999	208,50999	-0,489534649095447	-0,871983845799335	461,803011
"11661"	-1	0	20	0	1447,96	40,860001	1449,15	40,919998	44,709999	0,44999999	40,869999	0,23999999	61,18	0,66000003	61,82	0,74000001	65,110001	0,76999998	53,169998	0,38999999	54,419998	0,28	211,81	0,23999999	210,7	0,039999999	49,990002	0,0099999998	13,78	0,38999999	30,91	0,1	211,81	-0,510542917911606	-0,859852271596873	407,671989
"2722"	0,090000004	1,86	24	0	1798,46	14,03	1799,6	14,06	36,66	0,14	38,669998	0,090000004	69,220001	1,2	69,910004	0,77999997	72,309998	0,27000001	43,110001	0,50999999	53,389999	0,31	50,060001	0,62	44,330002	0,17	50	0,0099999998	17,139999	0,14	33	0,050000001	50,060001	0,69878995048532	0,715326921834153	1726,363
"6707"	-1,01	0	18	0	1783,76	51,18	1785,73	51,279999	41,860001	1,03	42,650002	0,19	63,279999	0,64999998	68,279999	0,75	72,290001	0,87	57,77	0,43000001	59,040001	0,54000002	211,48	1,62	221,99001	0,0099999998	49,990002	0,0099999998	17	0,49000001	35,73	0,13	211,48	-0,669001022651449	-0,743261482717432	857,968
"12092"	44,98	0	14,16	0,38999999	7,0300002	15,52	2,9000001	16,51	30,23	0,050000001	25,059999	0,090000004	37,639999	0,050000001	31,9	0,25	31,68	0,14	27,889999	0,63999999	30,41	0,12	119,61	0,1	86,900002	0,17	50	0,0099999998	0	0,17	17,92	0,11	119,61	0,998536672213918	0,0540787781292702	-1,44
"17025"	-1	0	22,219999	0,33000001	1782,8101	40,810001	1784,83	40,889999	39,75	0,77999997	40,060001	0,41	61,18	0,93000001	65,690002	1,8200001	72,209999	0,47999999	48,75	3,26	57,73	0,93000001	198,64	0,55000001	190,91	0,050000001	49,990002	0,0099999998	16,99	0,38999999	38,470001	0,1	198,64	-0,189266824235485	-0,981925694359718	870,309978
"16235"	88,410004	8,3800001	20	0,14	12,31	23,139999	9,8299999	23,66	43,630001	0,050000001	40,099998	0,16	61,290001	0,17	52,02	0,43000001	56,939999	0,28999999	47,860001	3,05	55,970001	0,40000001	257,89999	0,1	249,69	0,090000004	49,970001	0,0099999998	0,1	0,25	31	0,19	257,89999	-0,937828368633215	-0,347099338787563	-2,353
"8760"	44,98	0	22	0	47,849998	25,08	46,040001	25,5	37,540001	0,1	37	0	46,59	0,090000004	41,459999	0,050000001	43,830002	0,039999999	42	0,38	45,790001	0,13	62,25	0,090000004	58,360001	0,63999999	50,02	0,0099999998	0,38	0,28999999	26,6	0	62,25	0,851360924596009	0,524580380943692	-1,704
"12758"	89,980003	0	9,8800001	0,23	5,1799998	2,8699999	1,5	3,1600001	35,139999	0,1	25,66	0,14	47,060001	0,18000001	36,52	0,12	42,720001	0,15000001	37,799999	0,25999999	46,43	0,27000001	349	0,079999998	339,66	0,090000004	49,939999	0,02	0	0	21,639999	0,1	349	-0,347590336971037	0,937646499297236	-1,693
"4622"	-1,01	0	24	0	1798,35	5,9099998	1799,95	5,9299998	39,509998	0,57999998	39,150002	0,25	63,73	0,67000002	64,419998	0,34999999	70,580002	0,07	47,099998	0,22	55,869999	0,19	46,07	0,27000001	43,439999	0,090000004	50,029999	0,0099999998	17,139999	0,059999999	38,200001	0,02	46,07	0,687594575462222	0,726094828376381	1208,67
"13029"	-1,01	0	11	0	1753,98	64,25	1755,9301	64,379997	46,009998	0,14	30,68	0,090000004	62,040001	0,56999999	61,75	1,15	69,349998	0,82999998	48,029999	0,46000001	55,66	0,23999999	276,56	0,090000004	274,16	0,079999998	50,009998	0,0099999998	16,719999	0,62	32,279999	0,07	276,56	-0,997365364087948	0,0725419224842715	938,443978
"10691"	-1	0	26	0	1474,17	107,08	1475,53	107,27	46,240002	0,28	42,099998	0,07	62,73	0,58999997	63,709999	0,55000001	68,510002	0,50999999	51,82	0,33000001	58,130001	0,22	259	0,1	254,7	0,17	50	0,0099999998	14,03	1,03	36,5	0,050000001	259	-0,964557418457798	-0,263873049965373	439,187011
"7441"	-1,01	0	9,5699997	0,41999999	1114,4301	51,150002	1115	51,25	37,560001	0,33000001	38,48	0,16	59,189999	0,44999999	54,470001	0,38	57,439999	0,68000001	48,48	0,13	50,349998	0,1	63,639999	0,16	54,209999	0,07	49,970001	0,029999999	10,59	0,49000001	23,09	0,029999999	63,639999	0,811165890802767	0,584816122895183	154,672
"14546"	-1,01	0	14,31	0,38999999	1520,45	109,92	1522,21	110,13	42,259998	0,61000001	35,490002	0,43000001	60,810001	0,64999998	65,080002	1,04	69,260002	0,99000001	55,919998	0,55000001	57,810001	0,44999999	301,81	0,63999999	302,29999	0,079999998	50	0,0099999998	14,48	1,05	33,57	0,059999999	301,81	-0,845261926483922	0,534352201863798	501,117
"8811"	-1	0	21	0	1032,77	59,799999	1033,28	59,93	46,349998	0,30000001	41,27	0,25999999	64,379997	0,58999997	60,91	0,31	63,93	0,56999999	56,009998	0,12	57,900002	0,090000004	48,27	0,12	54,900002	0,029999999	49,990002	0,0099999998	9,8100004	0,56999999	34,189999	0	48,27	0,818149737496493	0,575005223484465	111,123
"3611"	44,990002	0	29	0	87,720001	3,1199999	86,379997	3,1300001	43,73	0,1	39,349998	0,11	51,59	0,14	48,290001	0,090000004	49,18	0,0099999998	50,130001	0,050000001	51,279999	0,039999999	21,93	0,0099999998	56,150002	0,1	50,009998	0,0099999998	0,81999999	0,029999999	33,099998	0	21,93	0,830498712858975	0,557020545347823	-2,001
"3398"	-0,76999998	1,23	32,060001	0,36000001	1031,5699	347,89999	1031,7	348,29999	49,419998	0,28	48,950001	0,25	63,740002	0,25999999	60,220001	0,87	60,700001	0,55000001	57,700001	0,31	58,98	0,17	324,97	0,1	359,76999	0,23999999	49,990002	0,0099999998	9,79	3,3099999	38,400002	0,029999999	324,97	-0,00401442102998242	0,999991942179433	60,6329989
"17850"	-0,94999999	0,38999999	29	0	1179,6	195,84	1180,3	196,12	48,209999	0,62	44,470001	0,41999999	64,57	0,64999998	62,110001	2,24	66,900002	1,23	49,32	3,46	57,740002	1,01	228,11	1,34	237,3	0,31	50	0,0099999998	11,22	1,87	40,529999	0,11	228,11	-0,841510781945306	-0,540240320477655	211,729
"9085"	3,3800001	2,9200001	18	0	1799,55	17,559999	1801,51	17,6	26,700001	0,1	30,459999	0,079999998	68,129997	0,28	72,410004	0,12	71,870003	0,039999999	36,32	0,40000001	49,689999	0,07	39,490002	0,079999998	39,75	0,02	49,990002	0,0099999998	17,15	0,17	32,91	0,07	39,490002	0,639439001980585	0,76884183207346	2121,417
"13261"	-1	0	15	0	1060,14	14,51	1061,13	14,55	43,32	0,28	38,169998	0,2	62,689999	0,50999999	55,220001	0,090000004	57,830002	0,13	48,869999	0,079999998	50,299999	0,079999998	116,32	0,090000004	118,6	0,02	49,98	0,0099999998	10,08	0,14	26,870001	0,039999999	116,32	0,877982975427981	-0,478691857940607	124,73
"1676"	-1	0	23	0	1645,1899	197,14	1646,3199	197,45	45,419998	0,94	42,169998	0,50999999	63,650002	0,91000003	62,060001	1,01	68,459999	0,47	48,009998	0,55000001	57,110001	0,55000001	174,17999	1,05	177,72	0,36000001	50,02	0,0099999998	15,67	1,89	34,799999	0,059999999	174,17999	0,0397830054534301	-0,999208342878047	720,391
"19268"	-1	0	21	0	957,89001	42,540001	958,59998	42,599998	43,880001	0,34	44,650002	0,30000001	64,839996	0,56	57,27	0,43000001	59,150002	0,66000003	54,049999	0,12	55,48	0,079999998	156,92999	0,22	146,21001	0,02	50,009998	0,0099999998	9,1000004	0,41	32,470001	0,0099999998	156,92999	0,556150427826854	-0,831081645584841	72,1389978
"3806"	44,98	0	26	0	3,1500001	0,0099999998	52,119999	3,23	44,07	0,090000004	40,380001	0,17	54,040001	0,12	44,650002	0,1	48,459999	0,090000004	44,299999	0,46000001	50,200001	0,23999999	296,32001	0,090000004	104,14	0,079999998	49,98	0,0099999998	0,49000001	0,029999999	31,4	0	296,32001	0,969701703584125	-0,244292050763109	-1,319
"6626"	0,57999998	1,8099999	15	0	1797,4	12,79	1799,35	12,82	29,299999	0,44999999	35,139999	0,14	63,68	0,41999999	71,18	0,2	71,949997	0,079999998	34,02	0,74000001	50,380001	0,11	257,89999	0,12	256,51001	0,090000004	49,990002	0,02	17,129999	0,12	32,700001	0	257,89999	-0,972410690203924	-0,233275480016929	1806,806
"20422"	-1	0,050000001	17,549999	0,41	1775,65	76,470001	1777,91	76,610001	42,040001	0,99000001	40,75	0,27000001	63,630001	0,88	62,869999	1,02	71,040001	0,38	46,220001	0,60000002	55,990002	0,47	237,97	1,0599999	224,09	0,07	50,029999	0,0099999998	16,93	0,73000002	35,709999	0,079999998	237,97	-0,695787449310181	-0,718247746520956	1066,154011
"5779"	-1,01	0	13,98	0,039999999	1760,74	80,099998	1762,74	80,25	38,740002	0,60000002	38,830002	0,14	59,200001	0,55000001	67,540001	0,87	71,68	0,88999999	56,950001	0,51999998	59,009998	0,46000001	199,73	1,09	195,55	0,050000001	50	0,0099999998	16,780001	0,76999998	31,139999	0,1	199,73	-0,268079200423748	-0,963396876837456	906,093
"17086"	91,809998	0,89999998	27,280001	0,36000001	3,2	0,0099999998	0,57999998	0	41,299999	0,090000004	42,630001	0,11	56,259998	0,11	43,25	0,18000001	44,720001	0,13	38,150002	0,69	45,130001	0,090000004	13,2	0,18000001	131,25999	0,16	50	0,0099999998	0	0	29,129999	0,050000001	13,2	0,751724833575002	-0,659476894657148	-3,156
"13359"	89,980003	0	7	0	3,95	0,0099999998	0	0,029999999	7,4000001	0	5,79	0,090000004	9,6099997	0,039999999	14,86	0,090000004	17,469999	0,029999999	15,93	1,5700001	21,57	0,17	2,1700001	0,19	50,810001	0,029999999	49,98	0,0099999998	0	0	2,04	0,059999999	2,1700001	0,775054797852177	0,631894026183442	-5,26800011
"14100"	-1,01	0	11	0	933,16998	3,2	933,78998	3,2	38,91	0,86000001	35,619999	0,46000001	62,68	0,62	47,509998	0,079999998	47,490002	0,1	42,290001	0,20999999	44,110001	0,079999998	178,88	2,6500001	181,42	0,079999998	50	0,02	8,8599997	0,029999999	19,49	0,1	178,88	-0,0247811383077482	-0,999692900437015	49,9410011
"9105"	-1	0	15	0	1291,2	114,4	1292,25	114,63	38,970001	0,37	36,580002	0,15000001	57,900002	0,47999999	60,91	0,34	65,519997	0,23999999	54,849998	0,19	56,959999	0,16	8,7600002	0,77999997	2,95	0,0099999998	49,990002	0,0099999998	12,28	1,1	30,700001	0,0099999998	8,7600002	0,0514644677560441	0,998674826236542	276,453
"18981"	-1	0	22	0,029999999	1797,8199	26,549999	1800,01	26,610001	43,919998	1,04	38,77	0,63999999	63,549999	0,63999999	70,589996	0,30000001	73,209999	0,44999999	58,09	0,31999999	58,900002	0,38	183,27	1,62	182,92999	0,039999999	50,02	0,0099999998	17,139999	0,25	32,740002	0,090000004	183,27	-0,0511156870454727	-0,998692738803016	898,404011
"15717"	10,47	19,780001	23	0	735,08002	0,47	735,39001	0,40000001	37,049999	0,12	34,860001	0,15000001	48,189999	0,74000001	47,099998	0,31999999	45,32	0,07	42,400002	0,16	43,34	0,15000001	76,809998	0,079999998	91,589996	0,039999999	49,98	0,0099999998	6,9899998	0,0099999998	26,32	0,11	76,809998	0,999614974997796	-0,0277471036354566	-12,011
"6609"	-1,01	0	13,23	0,079999998	1425,46	38,669998	1426,84	38,740002	44,400002	0,22	41,419998	0,16	62,09	0,60000002	60,549999	1,2	66,68	0,88	50,049999	0,43000001	56,900002	0,47	113,02	0,47	106,57	0,11	50	0,0099999998	13,57	0,37	30,200001	0,02	113,02	0,95847202917289	-0,28518655173974	386,585011
"7522"	-1,01	0	8,5	0,41999999	960,69	2,5899999	960,84003	2,6099999	34,59	0,22	40,27	0,16	59,919998	0,44999999	49,630001	0,14	51,099998	0,22	45,490002	0,11	47,18	0,059999999	26,32	0,11	25,16	0,079999998	49,990002	0,0099999998	9,1199999	0,029999999	21,24	0,029999999	26,32	0,425147499407492	0,905124081962002	71,3139978
"19719"	-1,01	0	13	0	943,90002	23,360001	944,34003	23,41	38,43	1,24	39,93	0,75999999	62,310001	1,27	49,630001	0,31999999	50,950001	0,25999999	43,189999	0,25	45,209999	0,050000001	159,99001	1,3200001	145	0,58999997	50,009998	0,0099999998	8,96	0,22	24,01	0,12	159,99001	0,573576436351046	-0,819152044288992	63,4049989
"18643"	44,990002	0	28	0	127,06	5,1799998	126,21	5,1799998	40,029999	0,07	36,360001	0,050000001	45,029999	0,16	46,77	0,090000004	47,610001	0,079999998	48,040001	0,090000004	48,990002	0,14	154,73	0,079999998	157,46001	0,20999999	50	0,0099999998	1,1900001	0,050000001	32,52	0,07	154,73	0,383328167443697	-0,923612210857055	-3,992
"12292"	-1,01	0	19	0	1127,11	31,68	1127,9301	31,75	42,860001	0,38	39,619999	0,18000001	61,889999	0,49000001	57,919998	0,23	60,610001	0,22	53,360001	0,079999998	55,189999	0,079999998	297,42001	0,22	287,04001	0,029999999	50	0,0099999998	10,71	0,30000001	31,719999	0	297,42001	-0,956100357833459	0,293039426956054	162,867
"6489"	-1,01	0	7,9899998	0,059999999	1619,61	155,60001	1621,26	155,94	39,860001	1,79	38,720001	0,74000001	62,029999	1,53	58,580002	1,36	68,309998	1,11	42,599998	4,4000001	55,66	0,67000002	68,370003	1,66	52,029999	0,039999999	49,970001	0,029999999	15,43	1,49	27,799999	0,15000001	68,370003	0,78833299442973	0,615248803244228	669,461011
"6882"	-1,01	0	9	0	1604,33	60,650002	1606,03	60,77	42,57	0,19	36,82	0,090000004	58,470001	0,51999998	65,260002	0,2	69,43	0,20999999	55,07	0,23999999	56,68	0,19	29,610001	0,059999999	39,34	0,079999998	50,02	0,039999999	15,28	0,57999998	25	0,1	29,610001	0,633920960614356	0,773397837916406	576,852011
"5251"	89,980003	0	13	0	7,3499999	5,9699998	3,5599999	6,5	25,690001	0,07	15,62	0,079999998	32,25	0,14	26,709999	0,079999998	31,73	0,11	28,450001	0,46000001	35,740002	0,25999999	351,20001	0,050000001	354,45001	0,079999998	49,970001	0,0099999998	0	0	17,09	0,02	351,20001	-0,0967141892510364	0,995312195041091	-1,66
"11152"	40,509998	13,42	25,889999	0,28999999	209,39999	383,32001	208,59	383,87	40,200001	0,28999999	40,169998	0,23	58,919998	0,31	54,139999	0,41	55,25	0,13	53,439999	0,13	54,93	0,079999998	109,45	0,63	65,730003	0,07	50	0,0099999998	1,98	3,6400001	34,16	0,050000001	109,45	0,911618641628569	0,411037044845454	-4,67400022
"9250"	44,98	0	16	0	130,63	6,2800002	129,45	6,3000002	31,07	0,1	27,18	0,07	35,07	0,14	35,509998	0,02	36,200001	0,079999998	36,5	0,1	37,48	0,079999998	354,48999	0,12	3,95	0,050000001	50,029999	0,0099999998	1,22	0,059999999	20,709999	0,059999999	354,48999	0,0688859084344947	0,997624544414959	-2,397
"7873"	0,0099999998	1,37	15	0	1797,92	9,4099998	1799,84	9,4300003	30,76	1	35,5	0,2	63,110001	1,03	71,730003	0,36000001	71,370003	0,15000001	43,419998	0,43000001	51,919998	0,16	68,029999	0,66000003	62,299999	0,039999999	49,970001	0,029999999	17,139999	0,090000004	32,57	0,079999998	68,029999	0,885393617641392	0,464842061177654	1766,535
"19484"	-1	0	19	0,0099999998	1102,14	31,139999	1103,29	31,17	42,68	1,15	42,389999	0,63	60,5	1,15	59,720001	0,31999999	63,709999	0,33000001	53,93	0,1	55,599998	0,059999999	73,510002	0,79000002	60,279999	0,25999999	50,02	0,0099999998	10,48	0,30000001	29,370001	0,079999998	73,510002	0,868458505167535	0,495761862996913	146,960989
"14502"	-1,01	0	14	0	926,34998	2,3299999	926,95001	2,3199999	37,27	0,23	35,549999	0,17	57,740002	0,31999999	53,799999	0,28	55,82	0,49000001	50,860001	0,11	52,360001	0,090000004	296,32001	0,63	312,01999	0,0099999998	50,02	0,0099999998	8,8000002	0,02	27,43	0,050000001	296,32001	-0,742911326393608	0,669389842405821	20,01
"6265"	-1,01	0	18	0	1497,22	81,110001	1498,74	81,260002	40,5	0,58999997	42,169998	0,2	59,599998	0,57999998	65,510002	0,20999999	69,150002	0,23	57,290001	0,20999999	58,939999	0,15000001	249,12	0,68000001	255,12	0,02	50	0,0099999998	14,26	0,77999997	33,560001	0,12	249,12	-0,966465776721618	-0,256795448608188	459,745989
"8516"	44,98	0	18	0	3,25	0,0099999998	0	0	36,830002	0,12	40,73	0,090000004	51,299999	0,11	38,450001	0,12	41,240002	0,11	38,48	0,16	42,740002	0,56	211,81	0,079999998	259,94	0,1	50,02	0,0099999998	0	0	23,530001	0,090000004	211,81	-0,984625369117797	-0,174679370532536	-3,30999989
"12618"	-1,01	0	14	0	1070,03	62,060001	1070,66	62,16	36,950001	0,23	35,630001	0,16	57,830002	0,34	55,049999	0,12	57,91	0,15000001	50,450001	0,1	52,130001	0,059999999	227,17	0,66000003	228,8	0,059999999	49,959999	0,0099999998	10,17	0,58999997	27,4	0,02	227,17	-0,752414908895724	-0,658689460118681	132,496
"11174"	-1	0	24	0	1002,65	33,360001	1003,1	33,419998	44,220001	0,34999999	43,07	0,18000001	63,98	0,49000001	58,849998	0,090000004	60,57	0,11	54,529999	0,2	55,82	0,059999999	63,639999	1,9400001	56,66	0,1	50,02	0,0099999998	9,5200005	0,31999999	33,299999	0,039999999	63,639999	0,835423867484522	0,549606187771938	92,973
"75"	92,410004	0	4	0	4,3299999	0,0099999998	0	0,050000001	2,8	0,0099999998	1,71	0,079999998	0,029999999	0,029999999	-1,7	0	-1,5	0,0099999998	-2,7	0	-1,5	0	103,15	0,090000004	100,89	0,44	50,02	0,0099999998	0	0	-1,48	0,050000001	103,15	0,981991701120997	-0,188924055984121	-3,03499989
"4236"	-1	0	32,740002	0,37	956,98999	33,099998	957,08002	33,139999	44,849998	0,51999998	45,98	0,33000001	62,599998	0,64999998	58,959999	0,25999999	59,689999	0,23999999	54,560001	0,1	55,709999	0,059999999	87,779999	0,37	85,989998	0,16	49,990002	0,0099999998	9,0799999	0,31999999	37,599998	0	87,779999	0,997551857823664	0,069930615273684	68,6299989
